user1,Yindee Hostel Bangkok,9,1380,0.16091954,0.229885057,0.149425287,0.229885057,0.229885057,business,friend,bangkok
user1,Oneday Hostel Sukhumvit 26,9,405,0.083333333,0.333333333,0.266666667,0.2,0.116666667,business,solo,bangkok
user1,Emporium Suites by Chatrium,8,14937,0.107142857,0.238095238,0.238095238,0.202380952,0.214285714,business,friend,bangkok
user1,Bangkok Patio,9,2100,0.354166667,0.416666667,0.041666667,0.041666667,0.145833333,business,solo,bangkok
user1,130 Hotel & Residence Bangkok,9,1200,0.132075472,0.377358491,0.132075472,0.056603774,0.301886792,business,couple,bangkok
user1,14 Residence,8,900,0.115384615,0.730769231,0,0,0.153846154,business,family,bangkok
user1,Adamaz House,8,1890,0.21978022,0.21978022,0.186813187,0.153846154,0.21978022,business,family,bangkok
user1,Baan Pra Nond Bed & Breakfast,9,1890,0.225,0.5,0.075,0.075,0.125,business,couple,bangkok
user1,Meet Up Hostel Bangkok,9,800,0.281690141,0.281690141,0.070422535,0.084507042,0.281690141,business,couple,bangkok
user1,Sabaidee Minitel,8,1450,0.271428571,0.285714286,0.057142857,0.242857143,0.142857143,business,couple,bangkok
user1,The Local Surasak Hostel,9,250,0.243902439,0.487804878,0.073170732,0.073170732,0.12195122,business,solo,bangkok
user1,Nandha Hotel,9,1650,0.073529412,0.294117647,0.294117647,0.102941176,0.235294118,business,couple,bangkok
user1,Cozy@9Hotel&Kitchen,8,2788,0.081081081,0.540540541,0.081081081,0.189189189,0.108108108,business,friend,bangkok
user10,Here Hostel Bangkok,9,1970,0.307692308,0.307692308,0.107692308,0.123076923,0.153846154,business,friend,bangkok
user10,Miracle Grand Convention Hotel,8,1949,0.181818182,0.606060606,0.090909091,0,0.121212121,business,family,bangkok
user10,Yim Huai Khwang,9,2600,0.207317073,0.243902439,0.243902439,0.06097561,0.243902439,business,friend,bangkok
user10,Nandha Hotel,9,1650,0.073529412,0.294117647,0.294117647,0.102941176,0.235294118,business,couple,bangkok
user10,Marvin Suites,8,1250,0.179487179,0.512820513,0.051282051,0.076923077,0.179487179,business,family,bangkok
user10,128 Bangkok,8,2000,0.139240506,0.253164557,0.240506329,0.189873418,0.17721519,business,solo,bangkok
user10,Centre Point Silom,9,2960,0.298245614,0.350877193,0.087719298,0.122807018,0.140350877,business,solo,bangkok
